"Sol.ID"	"size"
"Solyc06g033820.2.1"	1168
"Solyc06g160570.1.1"	415
"Solyc06g160580.1.1"	1483
"Solyc06g033825.2.1"	436
"Solyc06g160590.1.1"	10234
"Solyc06g033830.1.1"	1538
"Solyc06g033850.3.1"	1036
"Solyc06g033860.2.1"	4024
"Solyc06g033870.1.1"	1401
"Solyc06g033880.1.1"	1269
"Solyc06g033890.3.1"	512
"Solyc06g033895.2.1"	1573
"Solyc06g033910.2.1"	281
"Solyc06g033920.1.1"	2900
"Solyc06g033940.1.1"	260
"Solyc06g033950.1.1"	1600
"Solyc06g033960.3.1"	603
"Solyc06g033970.1.1"	449
"Solyc06g033990.1.1"	437
"Solyc06g160600.1.1"	474
"Solyc06g034000.2.1"	1200
"Solyc06g034010.1.1"	338
"Solyc06g034020.3.1"	4075
"Solyc06g034030.3.1"	2781
"Solyc06g034040.1.1"	443
"Solyc06g034050.1.1"	173
"Solyc06g034055.1.1"	566
"Solyc06g034070.4.1"	668
"Solyc00g172410.3.1"	348
"Solyc06g034063.2.1"	2452
"Solyc06g034073.2.1"	1261
"Solyc06g034067.2.1"	3164
"Solyc06g034090.1.1"	323
"Solyc06g034100.4.1"	16876
"Solyc06g034110.3.1"	4979
"Solyc06g034120.5.1"	7835
"Solyc06g034130.2.1"	1452
"Solyc06g034140.3.1"	2314
"Solyc06g034150.5.1"	7316
"Solyc06g034160.3.1"	9149
"Solyc06g034170.1.1"	326
"Solyc06g034180.2.1"	8669
"Solyc06g160040.1.1"	479
"Solyc06g034200.1.1"	1604
"Solyc06g034210.1.1"	248
"Solyc06g034220.3.1"	5927
"Solyc06g034230.2.1"	2636
"Solyc06g034233.1.1"	417
"Solyc06g034237.2.1"	565
"Solyc06g160250.1.1"	638
"Solyc06g034250.1.1"	1642
"Solyc06g034255.1.1"	500
"Solyc06g034290.3.1"	1880
"Solyc06g034310.4.1"	2190
"Solyc06g034320.1.1"	173
"Solyc06g034340.3.1"	1941
"Solyc06g034350.2.1"	1192
"Solyc06g034360.2.1"	3674
"Solyc06g034370.1.1"	578
"Solyc06g034380.1.1"	474
"Solyc06g034390.1.1"	1040
"Solyc06g034410.3.1"	826
"Solyc06g035420.1.1"	1976
"Solyc06g035430.3.1"	4711
"Solyc06g035440.3.1"	4626
"Solyc06g035450.5.1"	6354
"Solyc06g035490.3.1"	1832
"Solyc06g160610.1.1"	672
"Solyc06g160620.1.1"	614
"Solyc06g035520.3.1"	1579
"Solyc06g035530.3.1"	2322
"Solyc06g035540.1.1"	158
"Solyc06g035550.3.1"	183
"Solyc06g150109.1.1"	1724
"Solyc06g035560.3.1"	10021
"Solyc06g035570.1.1"	164
"Solyc06g035580.3.1"	5927
"Solyc06g035590.2.1"	905
"Solyc06g160630.1.1"	308
"Solyc06g035600.3.1"	2991
"Solyc06g035610.3.1"	1360
"Solyc06g035620.3.1"	2793
"Solyc06g035680.3.1"	892
"Solyc06g035690.3.1"	6422
"Solyc06g035700.1.1"	536
"Solyc06g035710.1.1"	1562
"Solyc06g035720.3.1"	3383
"Solyc06g035723.1.1"	1420
"Solyc06g035760.5.1"	2183
"Solyc06g035770.1.1"	555
"Solyc06g035790.3.1"	3377
"Solyc06g035810.1.1"	582
"Solyc06g035820.1.1"	299
"Solyc06g035830.1.1"	1392
"Solyc06g035840.1.1"	218
"Solyc06g035850.1.1"	296
"Solyc06g035870.3.1"	2024
"Solyc06g035875.1.1"	10447
"Solyc06g035880.1.1"	528
"Solyc06g035883.2.1"	1360
"Solyc06g035900.1.1"	263
"Solyc06g035910.1.1"	218
"Solyc06g035920.3.1"	6958
"Solyc06g035930.1.1"	1810
"Solyc06g035940.3.1"	16050
"Solyc06g035943.2.1"	827
"Solyc06g035960.3.1"	4569
"Solyc06g035970.3.1"	2971
"Solyc06g035980.5.1"	1177
"Solyc06g036000.4.1"	11409
"Solyc06g036020.1.1"	1984
"Solyc06g036040.1.1"	1664
"Solyc06g036050.4.1"	2002
"Solyc06g036060.4.1"	12006
"Solyc06g036070.3.1"	8233
"Solyc06g036080.4.1"	11270
"Solyc06g036100.3.1"	2494
"Solyc06g036110.1.1"	746
"Solyc06g036120.3.1"	1770
"Solyc06g036130.4.1"	4021
"Solyc06g036170.1.1"	1796
"Solyc06g036180.3.1"	1346
"Solyc06g036190.1.1"	200
"Solyc06g036200.2.1"	1419
"Solyc06g036210.1.1"	907
"Solyc06g036213.1.1"	409
"Solyc06g036217.2.1"	1283
"Solyc06g160650.1.1"	7369
"Solyc06g036230.4.1"	457
"Solyc06g160640.1.1"	308
"Solyc06g036240.3.1"	810
"Solyc06g036234.2.1"	1259
"Solyc06g036236.2.1"	605
"Solyc06g036250.2.1"	630
"Solyc06g036260.3.1"	1935
"Solyc06g036290.3.1"	3323
"Solyc06g036300.4.1"	8626
"Solyc06g036310.3.1"	1106
"Solyc06g036330.1.1"	980
"Solyc06g036340.4.1"	5425
"Solyc06g036350.3.1"	5418
"Solyc06g036420.4.1"	4083
"Solyc06g036410.1.1"	200
"Solyc06g036430.3.1"	2684
"Solyc06g036440.2.1"	2798
"Solyc06g036450.1.1"	302
"Solyc06g036460.5.1"	1415
"Solyc06g036467.2.1"	472
"Solyc06g036470.3.1"	3516
"Solyc06g036480.2.1"	508
"Solyc06g036490.3.1"	4459
"Solyc06g036500.1.1"	866
"Solyc06g160670.1.1"	716
"Solyc06g160660.1.1"	891
"Solyc06g036520.1.1"	209
"Solyc06g036540.1.1"	227
"Solyc06g036550.1.1"	212
"Solyc06g160260.1.1"	901
"Solyc06g036555.1.1"	6988
"Solyc06g036570.1.1"	227
"Solyc06g036580.4.1"	3263
"Solyc06g036590.1.1"	659
"Solyc06g036600.3.1"	3565
"Solyc06g036620.1.1"	5589
"Solyc06g160680.1.1"	1232
"Solyc06g036640.4.1"	5101
"Solyc06g160050.1.1"	389
"Solyc06g036660.1.1"	197
"Solyc06g036670.2.1"	1190
"Solyc06g036700.3.1"	1816
"Solyc06g036720.4.1"	20400
"Solyc06g036770.1.1"	564
"Solyc06g036780.3.1"	16930
"Solyc06g036800.1.1"	759
"Solyc06g160690.1.1"	313
"Solyc06g043350.1.1"	158
"Solyc06g043340.1.1"	644
"Solyc06g043356.2.1"	427
"Solyc06g043280.1.1"	155
"Solyc06g043270.1.1"	281
"Solyc06g043260.2.1"	996
"Solyc06g043250.4.1"	3802
"Solyc06g160700.1.1"	37209
"Solyc06g043210.1.1"	1132
"Solyc06g043160.1.1"	158
"Solyc06g043150.4.1"	2447
"Solyc06g043140.4.1"	1082
"Solyc06g043120.1.1"	482
"Solyc06g043110.1.1"	164
"Solyc06g150110.2.1"	1007
"Solyc06g150111.2.1"	634
"Solyc06g043070.4.1"	5523
"Solyc06g043060.1.1"	479
"Solyc06g043065.1.1"	2297
"Solyc06g043030.4.1"	10430
"Solyc06g043035.1.1"	4020
"Solyc06g043010.1.1"	704
"Solyc06g042990.1.1"	206
"Solyc06g042980.3.1"	1695
"Solyc06g042960.3.1"	7408
"Solyc06g042950.3.1"	12460
"Solyc06g160710.1.1"	1141
"Solyc06g160720.1.1"	1135
"Solyc06g042955.2.1"	666
"Solyc06g160730.1.1"	711
"Solyc06g160740.1.1"	1115
"Solyc06g042940.1.1"	610
"Solyc06g160760.1.1"	1596
"Solyc06g042945.2.1"	1218
"Solyc06g160750.1.1"	1140
"Solyc06g048370.3.1"	549
"Solyc06g160770.1.1"	3762
"Solyc06g160780.1.1"	205
"Solyc06g150113.2.1"	1014
"Solyc06g048380.3.1"	1778
"Solyc06g048390.3.1"	263
"Solyc06g048400.1.1"	467
"Solyc06g048410.4.1"	2622
"Solyc06g048420.2.1"	1114
"Solyc06g048430.4.1"	2620
"Solyc06g048440.3.1"	1394
"Solyc06g048460.2.1"	33584
"Solyc06g048470.4.1"	6499
"Solyc06g048480.3.1"	8901
"Solyc06g048510.5.1"	4622
"Solyc06g048520.3.1"	8210
"Solyc06g048530.4.1"	10831
"Solyc06g048540.3.1"	4272
"Solyc06g048550.2.1"	1408
"Solyc06g048560.2.1"	2268
"Solyc06g048570.3.1"	2571
"Solyc06g048590.3.1"	5057
"Solyc06g048600.3.1"	3305
"Solyc06g048610.3.1"	8613
"Solyc06g048620.3.1"	4268
"Solyc06g048630.3.1"	6189
"Solyc06g160790.1.1"	436
"Solyc06g048660.1.1"	242
"Solyc06g048670.5.1"	4182
"Solyc06g048700.1.1"	233
"Solyc06g048710.2.1"	3020
"Solyc06g150115.1.1"	1201
"Solyc06g048720.1.1"	344
"Solyc06g048730.3.1"	7563
"Solyc06g048740.4.1"	4454
"Solyc06g048750.3.1"	2709
"Solyc06g048770.3.1"	348
"Solyc06g048780.1.1"	806
"Solyc06g048790.1.1"	1517
"Solyc06g048810.5.1"	2870
"Solyc06g048813.1.1"	4287
"Solyc06g160180.1.1"	2818
"Solyc06g048820.1.1"	326
"Solyc06g048840.3.1"	630
"Solyc06g048850.3.1"	1040
"Solyc06g048860.3.1"	3077
"Solyc06g048870.3.1"	3100
"Solyc06g160800.1.1"	2311
"Solyc06g160810.1.1"	668
"Solyc06g160820.1.1"	210
"Solyc06g160830.1.1"	244
"Solyc06g048890.4.1"	22206
"Solyc06g048900.1.1"	2552
"Solyc06g048905.2.1"	983
"Solyc06g048910.2.1"	5741
"Solyc06g048920.5.1"	3947
"Solyc06g048930.5.1"	2527
"Solyc06g048940.4.1"	6364
"Solyc06g160270.1.1"	740
"Solyc06g048950.3.1"	3912
"Solyc06g048960.5.1"	12710
"Solyc06g048970.3.1"	4112
"Solyc06g048990.1.1"	251
"Solyc06g049020.1.1"	659
"Solyc06g160190.1.1"	3511
"Solyc06g160840.1.1"	1743
"Solyc06g049030.4.1"	1838
"Solyc06g049037.2.1"	1481
"Solyc06g049040.4.1"	3941
"Solyc06g049050.3.1"	1766
"Solyc06g049060.3.1"	6312
"Solyc06g049070.3.1"	3954
"Solyc06g049080.3.1"	2920
"Solyc06g049090.4.1"	6778
"Solyc06g160060.1.1"	395
"Solyc06g160850.1.1"	623
"Solyc06g160280.1.1"	899
"Solyc06g050110.2.1"	1805
"Solyc06g050120.3.1"	2276
"Solyc06g050130.3.1"	6273
"Solyc06g050140.1.1"	272
"Solyc06g050160.4.1"	3611
"Solyc06g050170.4.1"	9768
"Solyc06g050180.3.1"	1652
"Solyc06g050200.3.1"	1059
"Solyc06g050210.3.1"	13493
"Solyc06g050220.5.1"	7667
"Solyc06g050225.1.1"	469
"Solyc06g050230.4.1"	2496
"Solyc06g050240.1.1"	248
"Solyc06g050250.1.1"	1733
"Solyc06g050260.1.1"	191
"Solyc06g050270.1.1"	1298
"Solyc06g050280.1.1"	1298
"Solyc06g050290.1.1"	1298
"Solyc06g050293.2.1"	1439
"Solyc06g050297.1.1"	9197
"Solyc06g050300.3.1"	1325
"Solyc06g050303.1.1"	1898
"Solyc06g050310.3.1"	8074
"Solyc06g050330.1.1"	220
"Solyc06g050340.3.1"	3556
"Solyc06g050350.3.1"	2714
"Solyc06g050360.3.1"	493
"Solyc06g050370.1.1"	554
"Solyc06g050375.1.1"	1768
"Solyc06g050400.3.1"	393
"Solyc06g050430.3.1"	1225
"Solyc06g050440.3.1"	2275
"Solyc06g050450.1.1"	155
"Solyc06g050460.2.1"	265
"Solyc06g050470.1.1"	323
"Solyc06g050480.1.1"	248
"Solyc06g050490.1.1"	1077
"Solyc06g050500.2.1"	1075
"Solyc06g160290.1.1"	738
"Solyc06g050510.3.1"	7042
"Solyc06g050520.3.1"	902
"Solyc06g050530.3.1"	2487
"Solyc06g050540.1.1"	170
"Solyc06g050550.4.1"	7588
"Solyc06g050560.3.1"	2871
"Solyc06g050565.1.1"	2436
"Solyc06g050570.3.1"	656
"Solyc06g050590.3.1"	5841
"Solyc06g050600.4.1"	2876
"Solyc06g050610.3.1"	4973
"Solyc06g050620.3.1"	7366
"Solyc06g050630.3.1"	1827
"Solyc06g050640.1.1"	209
"Solyc06g043100.2.1"	706
"Solyc06g150116.2.1"	751
"Solyc06g050690.3.1"	2952
"Solyc06g050710.4.1"	1284
"Solyc06g160860.1.1"	582
"Solyc06g050720.3.1"	1943
"Solyc06g050730.4.1"	2057
"Solyc06g050740.1.1"	733
"Solyc06g160070.1.1"	578
"Solyc06g050760.1.1"	347
"Solyc06g050770.3.1"	7077
"Solyc06g050780.1.1"	464
"Solyc06g050790.3.1"	3256
"Solyc06g050800.5.1"	2162
"Solyc06g050810.3.1"	1500
"Solyc06g050820.3.1"	4625
"Solyc06g050825.1.1"	337
"Solyc06g050830.2.1"	268
"Solyc06g150117.1.1"	1130
"Solyc06g050837.2.1"	6751
"Solyc06g050840.4.1"	1688
"Solyc06g050850.1.1"	6123
"Solyc06g050860.3.1"	3602
"Solyc06g050870.3.1"	618
"Solyc06g050880.3.1"	3761
"Solyc06g050890.1.1"	155
"Solyc06g050900.3.1"	5858
"Solyc06g050910.1.1"	194
"Solyc06g050920.5.1"	2885
"Solyc06g050930.3.1"	9060
"Solyc06g050950.3.1"	1228
"Solyc06g050980.3.1"	2008
"Solyc06g050990.3.1"	6163
"Solyc06g051000.2.1"	3177
"Solyc06g051010.1.1"	1772
"Solyc06g051020.2.1"	2040
"Solyc06g051030.3.1"	5553
"Solyc06g051040.5.1"	5315
"Solyc06g051060.4.1"	1671
"Solyc06g051090.3.1"	1688
"Solyc06g051100.1.1"	89
"Solyc06g051120.5.1"	1092
"Solyc06g051130.1.1"	1304
"Solyc06g051140.4.1"	7260
"Solyc06g051150.1.1"	508
"Solyc06g051190.3.1"	28676
"Solyc06g051200.3.1"	2374
"Solyc06g051210.3.1"	5726
"Solyc06g051220.1.1"	380
"Solyc06g051230.4.1"	1648
"Solyc06g051240.1.1"	182
"Solyc06g051250.1.1"	476
"Solyc06g051260.4.1"	1427
"Solyc06g051270.3.1"	3194
"Solyc06g051300.3.1"	7496
"Solyc06g051310.3.1"	11606
"Solyc06g051320.3.1"	2146
"Solyc06g051330.1.1"	185
"Solyc06g051335.1.1"	1329
"Solyc06g051350.4.1"	3050
"Solyc06g051360.3.1"	4533
"Solyc06g051370.1.1"	443
"Solyc06g051380.3.1"	18375
"Solyc06g051400.3.1"	2416
"Solyc06g051410.4.1"	3061
"Solyc06g051420.3.1"	12461
"Solyc06g051440.4.1"	7015
"Solyc06g051450.2.1"	554
"Solyc06g051460.5.1"	5508
"Solyc06g161110.1.1"	3038
"Solyc06g051510.2.1"	4978
"Solyc06g051520.3.1"	15824
"Solyc06g051525.1.1"	5593
"Solyc06g051540.4.1"	2556
"Solyc06g051550.5.1"	2732
"Solyc06g051570.4.1"	17286
"Solyc06g051575.1.1"	910
"Solyc06g051600.2.1"	1481
"Solyc06g051610.1.1"	500
"Solyc06g051620.3.1"	7539
"Solyc06g051650.4.1"	4687
"Solyc06g051660.1.1"	365
"Solyc06g051680.1.1"	371
"Solyc06g051720.3.1"	4025
"Solyc06g051730.4.1"	12570
"Solyc06g051740.1.1"	191
"Solyc06g051745.2.1"	4083
"Solyc06g051750.3.1"	7003
"Solyc06g051760.3.1"	8708
"Solyc06g051770.1.1"	554
"Solyc06g051790.4.1"	1210
"Solyc06g051793.1.1"	280
"Solyc06g051797.1.1"	321
"Solyc06g051800.3.1"	1824
"Solyc06g051810.5.1"	11048
"Solyc06g051820.5.1"	7762
"Solyc06g051830.3.1"	6500
"Solyc06g051840.1.1"	1052
"Solyc06g051850.2.1"	1637
"Solyc06g051860.3.1"	2172
"Solyc06g084760.4.1"	200
"Solyc06g084770.2.1"	3479
"Solyc06g051900.3.1"	5203
"Solyc06g051910.4.1"	2367
"Solyc06g051920.4.1"	5742
"Solyc06g051930.3.1"	5523
"Solyc06g160230.1.1"	7982
"Solyc06g051950.4.1"	4942
"Solyc06g051960.3.1"	3490
"Solyc06g051970.3.1"	3462
"Solyc06g051980.4.1"	5447
"Solyc06g052000.1.1"	2008
"Solyc06g052010.2.1"	5052
"Solyc06g052020.2.1"	1327
"Solyc06g052030.3.1"	3265
"Solyc06g052040.5.1"	8344
"Solyc06g052045.1.1"	996
"Solyc06g052050.4.1"	4551
"Solyc06g052060.3.1"	2562
"Solyc06g052070.3.1"	4297
"Solyc06g052080.4.1"	8403
"Solyc06g052085.1.1"	2690
"Solyc06g052100.3.1"	3187
"Solyc06g052110.1.1"	2576
"Solyc06g052115.1.1"	2667
"Solyc06g052130.2.1"	2599
"Solyc06g052140.3.1"	2895
"Solyc06g052143.1.1"	10394
"Solyc06g052145.1.1"	19227
"Solyc06g052147.1.1"	3032
"Solyc06g053140.3.1"	2595
"Solyc06g053150.1.1"	1538
"Solyc06g053160.3.1"	7210
"Solyc06g053170.4.1"	864
"Solyc06g053180.4.1"	1142
"Solyc06g053190.3.1"	5650
"Solyc06g053195.1.1"	219
"Solyc06g053200.3.1"	1722
"Solyc06g053210.4.1"	3609
"Solyc06g053220.3.1"	1263
"Solyc06g053230.4.1"	5965
"Solyc06g053250.2.1"	381
"Solyc06g053260.1.1"	389
"Solyc06g053280.2.1"	4017
"Solyc06g053290.1.1"	347
"Solyc06g053300.3.1"	6437
"Solyc06g053310.3.1"	8955
"Solyc06g053320.4.1"	10556
"Solyc06g053330.5.1"	5604
"Solyc06g160080.1.1"	308
"Solyc06g053340.3.1"	7134
"Solyc06g053350.3.1"	7112
"Solyc06g053360.5.1"	2641
"Solyc06g053370.3.1"	815
"Solyc06g053375.1.1"	3690
"Solyc06g053380.3.1"	1694
"Solyc06g053385.2.1"	9140
"Solyc06g053387.1.1"	1949
"Solyc06g053400.3.1"	9985
"Solyc06g053410.1.1"	2073
"Solyc06g053420.4.1"	13617
"Solyc06g053430.5.1"	6417
"Solyc06g053440.3.1"	2932
"Solyc06g053450.4.1"	8098
"Solyc06g053460.3.1"	371
"Solyc06g053470.3.1"	2796
"Solyc06g053480.3.1"	4446
"Solyc06g053490.5.1"	8228
"Solyc06g053500.4.1"	3145
"Solyc06g053510.3.1"	4800
"Solyc06g053520.4.1"	4607
"Solyc06g053530.3.1"	9764
"Solyc06g053550.3.1"	2949
"Solyc06g053560.4.1"	12351
"Solyc06g053570.2.1"	3327
"Solyc06g053590.5.1"	8829
"Solyc06g053580.2.1"	1962
"Solyc06g053600.4.1"	12476
"Solyc06g053610.3.1"	3162
"Solyc06g053620.5.1"	1657
"Solyc06g053630.3.1"	5764
"Solyc06g160880.1.1"	627
"Solyc06g053635.2.1"	871
"Solyc06g053640.1.1"	854
"Solyc06g053660.3.1"	3756
"Solyc06g053670.1.1"	719
"Solyc06g053690.3.1"	455
"Solyc06g053695.1.1"	3878
"Solyc06g053700.1.1"	347
"Solyc06g053710.3.1"	3819
"Solyc06g053720.3.1"	533
"Solyc06g053730.1.1"	1565
"Solyc06g053740.4.1"	7146
"Solyc06g053750.3.1"	16697
"Solyc06g160890.1.1"	1206
"Solyc06g053760.3.1"	1748
"Solyc06g053770.5.1"	4079
"Solyc06g053780.5.1"	4034
"Solyc06g053785.1.1"	2963
"Solyc06g053790.3.1"	8499
"Solyc06g053800.3.1"	1517
"Solyc06g150118.1.1"	1238
"Solyc06g053810.3.1"	4638
"Solyc06g053820.4.1"	2987
"Solyc06g053830.3.1"	2380
"Solyc06g053840.3.1"	1320
"Solyc06g053850.4.1"	2631
"Solyc06g053860.3.1"	28150
"Solyc06g053870.5.1"	2129
"Solyc06g053880.1.1"	206
"Solyc06g053890.1.1"	1201
"Solyc06g053900.5.1"	1705
"Solyc06g053910.4.1"	2157
"Solyc06g053920.5.1"	4913
"Solyc06g053930.3.1"	1983
"Solyc06g053940.1.1"	387
"Solyc06g053960.3.1"	1877
"Solyc06g053970.4.1"	445
"Solyc06g053980.3.1"	1552
"Solyc06g053990.1.1"	200
"Solyc06g054000.1.1"	200
"Solyc06g054010.3.1"	5340
"Solyc06g054020.3.1"	6808
"Solyc06g054030.2.1"	911
"Solyc06g054040.1.1"	254
"Solyc06g054050.3.1"	3282
"Solyc06g054060.1.1"	1126
"Solyc06g054070.3.1"	806
"Solyc06g054080.3.1"	1825
"Solyc06g054100.2.1"	1069
"Solyc06g054110.3.1"	753
"Solyc06g054120.2.1"	8715
"Solyc06g054130.1.1"	338
"Solyc06g054140.4.1"	7393
"Solyc06g054150.1.1"	617
"Solyc06g160090.1.1"	254
"Solyc06g054170.1.1"	398
"Solyc06g160200.1.1"	317
"Solyc06g054180.1.1"	1010
"Solyc06g054185.1.1"	1407
"Solyc06g054190.1.1"	398
"Solyc06g054195.1.1"	460
"Solyc06g054200.3.1"	773
"Solyc06g054210.1.1"	398
"Solyc06g054220.2.1"	745
"Solyc06g161120.1.1"	2328
"Solyc06g054230.4.1"	2777
"Solyc06g054240.3.1"	4275
"Solyc06g054250.4.1"	5681
"Solyc06g054260.1.1"	626
"Solyc06g054270.3.1"	2662
"Solyc06g054280.1.1"	695
"Solyc06g054290.3.1"	467
"Solyc06g054300.1.1"	977
"Solyc06g054310.1.1"	788
"Solyc06g150119.1.1"	4514
"Solyc06g054315.1.1"	2866
"Solyc06g150120.1.1"	1579
"Solyc06g054320.1.1"	554
"Solyc06g054330.3.1"	7426
"Solyc06g054370.2.1"	3807
"Solyc06g054380.4.1"	2417
"Solyc06g054390.3.1"	4261
"Solyc06g054400.3.1"	6918
"Solyc06g054410.4.1"	4517
"Solyc06g054420.3.1"	4845
"Solyc06g054430.1.1"	278
"Solyc06g054440.2.1"	5723
"Solyc06g054450.3.1"	821
"Solyc06g054460.1.1"	1016
"Solyc06g054470.1.1"	551
"Solyc06g054480.3.1"	3555
"Solyc06g054490.3.1"	3144
"Solyc06g054500.1.1"	3125
"Solyc06g054510.5.1"	4119
"Solyc06g054520.2.1"	5035
"Solyc06g054530.3.1"	3268
"Solyc06g054540.3.1"	4593
"Solyc06g054550.3.1"	7824
"Solyc06g054560.3.1"	9734
"Solyc06g054570.1.1"	311
"Solyc06g054580.5.1"	3338
"Solyc06g054590.3.1"	2099
"Solyc06g054600.2.1"	1115
"Solyc06g054610.2.1"	1928
"Solyc06g054620.4.1"	3878
"Solyc06g054630.3.1"	713
"Solyc06g054640.2.1"	1543
"Solyc06g054650.3.1"	14653
"Solyc06g054660.1.1"	323
"Solyc06g054670.2.1"	1390
"Solyc06g054685.1.1"	1377
"Solyc06g059710.3.1"	3123
"Solyc06g059720.3.1"	1400
"Solyc06g059730.3.1"	5419
"Solyc06g059740.4.1"	2477
"Solyc06g059750.3.1"	11972
"Solyc06g059760.3.1"	14220
"Solyc06g059780.1.1"	542
"Solyc06g059790.5.1"	750
"Solyc06g059800.3.1"	8050
"Solyc06g059810.1.1"	6553
"Solyc06g059820.1.1"	821
"Solyc06g059830.3.1"	359
"Solyc06g059840.5.1"	4564
"Solyc06g059850.2.1"	9919
"Solyc06g059860.3.1"	2018
"Solyc06g059870.1.1"	200
"Solyc06g059880.3.1"	2534
"Solyc06g059930.4.1"	40088
"Solyc06g059960.4.1"	23684
"Solyc06g059970.4.1"	3067
"Solyc06g059980.3.1"	15486
"Solyc06g059990.5.1"	4831
"Solyc06g060010.4.1"	5565
"Solyc06g060015.1.1"	5887
"Solyc06g060050.1.1"	1898
"Solyc06g060060.4.1"	9868
"Solyc06g060070.3.1"	2221
"Solyc06g060080.3.1"	5493
"Solyc06g060090.3.1"	9128
"Solyc06g060100.3.1"	5332
"Solyc06g060110.3.1"	2621
"Solyc06g060120.3.1"	18607
"Solyc06g060130.4.1"	4440
"Solyc06g060140.5.1"	27040
"Solyc06g060150.3.1"	5932
"Solyc06g060160.3.1"	9822
"Solyc06g060170.3.1"	6056
"Solyc06g060180.3.1"	3669
"Solyc06g060190.3.1"	1868
"Solyc06g060200.2.1"	1083
"Solyc06g060210.1.1"	611
"Solyc06g060215.1.1"	2339
"Solyc06g060230.3.1"	1705
"Solyc06g060240.1.1"	2292
"Solyc06g060250.3.1"	8260
"Solyc06g060260.3.1"	10709
"Solyc06g060270.4.1"	12434
"Solyc06g060290.4.1"	5794
"Solyc06g060300.1.1"	317
"Solyc06g060310.3.1"	3778
"Solyc06g060320.4.1"	4096
"Solyc06g060330.1.1"	326
"Solyc06g060340.3.1"	3146
"Solyc06g060350.4.1"	16314
"Solyc06g060360.3.1"	1754
"Solyc06g060370.3.1"	6602
"Solyc06g060380.3.1"	29164
"Solyc06g060390.3.1"	7995
"Solyc06g060400.3.1"	2174
"Solyc06g060410.3.1"	2169
"Solyc06g060420.3.1"	6594
"Solyc06g150122.1.1"	11943
"Solyc06g060430.1.1"	591
"Solyc06g060440.2.1"	2463
"Solyc06g060445.1.1"	455
"Solyc06g060450.3.1"	1926
"Solyc06g060460.3.1"	4812
"Solyc06g060470.1.1"	722
"Solyc06g060480.1.1"	809
"Solyc06g060490.3.1"	5844
"Solyc06g060500.1.1"	662
"Solyc06g060510.3.1"	1694
"Solyc06g060520.1.1"	902
"Solyc06g060530.1.1"	1463
"Solyc06g060540.4.1"	917
"Solyc06g060550.3.1"	4225
"Solyc06g060560.3.1"	1146
"Solyc06g060570.3.1"	2851
"Solyc06g060580.3.1"	1645
"Solyc06g060590.3.1"	4293
"Solyc06g060600.3.1"	2089
"Solyc06g060610.2.1"	5258
"Solyc06g060630.1.1"	2642
"Solyc06g060640.1.1"	404
"Solyc06g060650.1.1"	275
"Solyc06g060660.1.1"	1550
"Solyc06g060670.4.1"	10418
"Solyc06g060675.1.1"	2323
"Solyc06g060680.2.1"	878
"Solyc06g060690.3.1"	1454
"Solyc06g060700.1.1"	428
"Solyc06g060710.5.1"	5795
"Solyc06g060720.3.1"	4492
"Solyc06g060730.3.1"	5020
"Solyc06g060740.3.1"	920
"Solyc06g060750.3.1"	11766
"Solyc06g060760.3.1"	1323
"Solyc06g060770.3.1"	4173
"Solyc06g060780.4.1"	9607
"Solyc06g060785.1.1"	2662
"Solyc06g060790.1.1"	770
"Solyc06g060800.4.1"	11206
"Solyc06g060810.3.1"	5380
"Solyc06g060820.2.1"	1151
"Solyc06g060830.3.1"	2018
"Solyc06g060840.1.1"	404
"Solyc06g060850.3.1"	5707
"Solyc06g060860.2.1"	2948
"Solyc06g060870.1.1"	1556
"Solyc06g060880.5.1"	3826
"Solyc06g060885.1.1"	1104
"Solyc06g060890.4.1"	4641
"Solyc06g060900.1.1"	380
"Solyc06g060910.2.1"	4838
"Solyc06g060920.3.1"	4482
"Solyc06g060930.1.1"	263
"Solyc06g060940.2.1"	7398
"Solyc06g060950.1.1"	233
"Solyc06g060960.3.1"	3167
"Solyc06g060970.2.1"	1842
"Solyc06g060980.3.1"	2453
"Solyc06g060990.5.1"	5284
"Solyc06g061000.3.1"	7112
"Solyc06g061005.1.1"	586
"Solyc06g061010.5.1"	1433
"Solyc06g160300.1.1"	364
"Solyc06g061015.1.1"	708
"Solyc06g061020.3.1"	1877
"Solyc06g061023.1.1"	2021
"Solyc06g061027.1.1"	2026
"Solyc06g061030.3.1"	4823
"Solyc06g061040.5.1"	6446
"Solyc06g061050.5.1"	7747
"Solyc06g061070.3.1"	1667
"Solyc06g061080.3.1"	2195
"Solyc06g061090.3.1"	1472
"Solyc06g061100.4.1"	4941
"Solyc06g061110.2.1"	1070
"Solyc06g061120.4.1"	6410
"Solyc06g061140.3.1"	4498
"Solyc06g061150.3.1"	12696
"Solyc06g061160.1.1"	599
"Solyc06g061170.3.1"	4198
"Solyc06g061180.2.1"	640
"Solyc06g061190.1.1"	1106
"Solyc06g160310.1.1"	731
"Solyc06g061200.1.1"	911
"Solyc06g061210.5.1"	3682
"Solyc06g061220.2.1"	214
"Solyc06g061230.3.1"	735
"Solyc06g061250.3.1"	1001
"Solyc06g061270.3.1"	2272
"Solyc06g061280.3.1"	2715
"Solyc06g062290.1.1"	1403
"Solyc06g062300.2.1"	900
"Solyc06g062320.4.1"	6807
"Solyc06g062310.3.1"	2930
"Solyc06g062330.3.1"	908
